seed,group,method,model,target_city,alpha,beta,lambda_cat,lambda_rr,lambda_pop,valid_recall@20,valid_ndcg@20,selected_sources,source_weights,gate,variant
2025,main_component,RD-Safe-OTC-GW,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,safe_select:Local,
2025,main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,0.5,0.0,0.5,0.5,0.05,0.3198452106997638,0.17934222155531576,NYC|Singapore|Tokyo,equal,graph_rerank,
2025,hr_signal_ablation,RD-Safe+Cat,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,cat_only
2025,hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,rr_only
2025,hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,pop_only
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,without_cat
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,without_rr
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,without_pop
2025,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Chicago,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,full
2025,main_component,Target-only,LightGCN,NYC,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,local,
2025,main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,0.5,0.0,0.0,0.0,0.0,0.1874429547240607,0.0822010326684843,Chicago|Singapore|Tokyo,equal,transfer,
2025,main_component,RD-Safe-OTC-GW,LightGCN,NYC,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,safe_select:Local,
