seed,group,method,model,target_city,eval_split,recall@20,ndcg@20,status,notes,alpha,beta,lambda_cat,lambda_rr,lambda_pop,valid_recall@20,valid_ndcg@20,selected_sources,source_weights,gate,score_norm
2024,main_component,Target-only,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,local,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,Chicago,official_test,0.25330879289350866,0.16603276422762644,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.3099462513611985,0.16467054815820406,NYC|Singapore|Tokyo,equal,transfer,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,Chicago,strict_unseen_test,0.19810961453815837,0.10053096170622475,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.3099462513611985,0.16467054815820406,NYC|Singapore|Tokyo,equal,transfer,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,safe_select:Local,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,safe_select:Local,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,official_test,0.25577841755226005,0.1780070952510159,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.2,0.2,0.05,0.32805949515500576,0.18413112018668767,NYC|Singapore|Tokyo,equal,graph_rerank,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,strict_unseen_test,0.1913234890344163,0.09387009712289353,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.2,0.2,0.05,0.32805949515500576,0.18413112018668767,NYC|Singapore|Tokyo,equal,graph_rerank,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Chicago,official_test,0.2867504855240495,0.2090576278856552,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Chicago,strict_unseen_test,0.20513557623415005,0.10271522198303173,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.6868421611585456,0.399268045250924,,,fallback_base,none
2024,main_component,Target-only,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,local,none
2024,main_component,Target-only,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,local,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,official_test,0.12637825650623666,0.06523943547631202,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.22577542102887724,0.09318276562771313,Chicago|Singapore|Tokyo,equal,transfer,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,strict_unseen_test,0.09174024930649738,0.041760810213622004,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.22577542102887724,0.09318276562771313,Chicago|Singapore|Tokyo,equal,transfer,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,safe_select:Local,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,safe_select:Local,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,NYC,official_test,0.18408366766383655,0.10156146736698246,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.2,0.2,0.0,0.23919025717412812,0.1082004316815959,Chicago|Singapore|Tokyo,equal,graph_rerank,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,NYC,strict_unseen_test,0.12139184195585678,0.05042872830934717,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.2,0.2,0.0,0.23919025717412812,0.1082004316815959,Chicago|Singapore|Tokyo,equal,graph_rerank,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,NYC,official_test,0.21195300757853308,0.11733007180727006,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,NYC,strict_unseen_test,0.1431555031392679,0.057270287273912535,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.8300375935000182,0.4737764150151009,,,fallback_base,none
2024,main_component,Target-only,LightGCN,Singapore,official_test,0.47935692999630636,0.268323215342402,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.5184855171080537,0.2561494180436385,,,local,none
2024,main_component,Target-only,LightGCN,Singapore,strict_unseen_test,0.401066811256091,0.17719332332016374,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.5184855171080537,0.2561494180436385,,,local,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,Singapore,official_test,0.41677563832334846,0.21041582996821173,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.44738216098622186,0.20388554497600686,Chicago|NYC|Tokyo,equal,transfer,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,Singapore,strict_unseen_test,0.3705939505869673,0.15945335818931147,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.44738216098622186,0.20388554497600686,Chicago|NYC|Tokyo,equal,transfer,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,RD-Safe reliability-aware safe transfer.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",safe_select:RD,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,RD-Safe reliability-aware safe transfer.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",safe_select:RD,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,Singapore,official_test,0.4890243205117579,0.2913326228478061,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,0.2,1.0,0.5153182579650368,0.24251566990477083,Chicago|NYC|Tokyo,equal,graph_rerank,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,Singapore,strict_unseen_test,0.40053035496471245,0.17612809777592697,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,0.2,1.0,0.5153182579650368,0.24251566990477083,Chicago|NYC|Tokyo,equal,graph_rerank,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Singapore,official_test,0.46081137576796827,0.24168980529546577,success,Full HR reranking on RD-Safe base.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Singapore,strict_unseen_test,0.39400184818420186,0.17558203288847496,success,Full HR reranking on RD-Safe base.,0.0,0.001,0.0,0.0,0.0,0.5211332024512265,0.2589897123107739,Tokyo,"{""Tokyo"": 1.0}",fallback_base,none
2024,main_component,Target-only,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,local,none
2024,main_component,Target-only,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,local,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,Tokyo,official_test,0.13524821589310657,0.07054982189046556,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.16608333759583488,0.07389339404097128,Chicago|NYC|Singapore,equal,transfer,none
2024,main_component,Original-OTC-GW-NoFallback,LightGCN,Tokyo,strict_unseen_test,0.11074014147264327,0.05109805357067021,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.16608333759583488,0.07389339404097128,Chicago|NYC|Singapore,equal,transfer,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,safe_select:Local,none
2024,main_component,RD-Safe-OTC-GW,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,safe_select:Local,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,Tokyo,official_test,0.16785203802199447,0.10029164071166091,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.5,0.2,0.05,0.16648627656847406,0.0877819467985606,Chicago|NYC|Singapore,equal,graph_rerank,none
2024,main_component,HR-Rerank-OTC-GW,LightGCN,Tokyo,strict_unseen_test,0.11924034117313126,0.05920667857796883,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.5,0.2,0.05,0.16648627656847406,0.0877819467985606,Chicago|NYC|Singapore,equal,graph_rerank,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Cat,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+RR,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+Pop,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Tokyo,official_test,0.17054341670276432,0.11305360220660594,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2024,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Tokyo,strict_unseen_test,0.10565441538084258,0.050685375476106104,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.7239600144044599,0.3899398472150363,,,fallback_base,none
2025,main_component,Target-only,VanillaMF,Chicago,official_test,0.1971875744780733,0.1307316167789835,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,local,none
2025,main_component,Target-only,VanillaMF,Chicago,strict_unseen_test,0.16110281711071736,0.0870741116233807,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,local,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,Chicago,official_test,0.10700771527842966,0.09673195686236889,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.12118908781706024,0.08610980684551037,NYC|Singapore|Tokyo,equal,transfer,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,Chicago,strict_unseen_test,0.0952722123977756,0.06293081010814551,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.12118908781706024,0.08610980684551037,NYC|Singapore|Tokyo,equal,transfer,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,Chicago,official_test,0.1971875744780733,0.1307316167789835,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,safe_select:Local,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,Chicago,strict_unseen_test,0.16110281711071736,0.0870741116233807,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,safe_select:Local,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,Chicago,official_test,0.2194344146864016,0.15499473288992008,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,1.0,0.5,0.2429740619263273,0.14453704928800387,NYC|Singapore|Tokyo,equal,graph_rerank,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,Chicago,strict_unseen_test,0.1497713470425415,0.08016063468605804,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,1.0,0.5,0.2429740619263273,0.14453704928800387,NYC|Singapore|Tokyo,equal,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,Chicago,official_test,0.1971875744780733,0.1307316167789835,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,Chicago,strict_unseen_test,0.16110281711071736,0.0870741116233807,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,Chicago,official_test,0.21358610539004927,0.13964011357807415,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.5,0.0,0.2805337492438652,0.140470864166583,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,Chicago,strict_unseen_test,0.16701619465621925,0.08745270075938126,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.5,0.0,0.2805337492438652,0.140470864166583,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,Chicago,official_test,0.1971875744780733,0.1307316167789835,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,Chicago,strict_unseen_test,0.16110281711071736,0.0870741116233807,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.27695016876074907,0.1382900202888907,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,Chicago,official_test,0.21471575741137097,0.14451868802632634,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.5,1.0,0.29202583225160383,0.14680728494490541,,,graph_rerank,none
