seed,group,method,model,target_city,eval_split,recall@20,ndcg@20,status,notes,alpha,beta,lambda_cat,lambda_rr,lambda_pop,valid_recall@20,valid_ndcg@20,selected_sources,source_weights,gate,score_norm
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,Chicago,strict_unseen_test,0.16861937942002575,0.08901516856567218,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.5,1.0,0.29202583225160383,0.14680728494490541,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Chicago,official_test,0.22786270690117133,0.15833122693825208,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,1.0,0.2940619358445818,0.15971979434443967,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Chicago,strict_unseen_test,0.17187431664850275,0.08396713111476681,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,1.0,0.2940619358445818,0.15971979434443967,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Chicago,official_test,0.24839970875413894,0.16633701951841404,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,1.0,0.0,0.28473252595420884,0.15924177173480725,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Chicago,strict_unseen_test,0.17824793476715212,0.08456357035165536,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,1.0,0.0,0.28473252595420884,0.15924177173480725,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,Chicago,official_test,0.23153142573524046,0.16296265790441297,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,1.0,1.0,0.29744257474302005,0.16363833249585008,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,Chicago,strict_unseen_test,0.16773215520992182,0.08454974588293308,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,1.0,1.0,0.29744257474302005,0.16363833249585008,,,graph_rerank,none
2025,main_component,Target-only,VanillaMF,NYC,official_test,0.1223928499297058,0.061385464381533146,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.15974456120769484,0.0696769404796986,,,local,none
2025,main_component,Target-only,VanillaMF,NYC,strict_unseen_test,0.10120978138009538,0.04420522694121609,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.15974456120769484,0.0696769404796986,,,local,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,NYC,official_test,0.11890715514655595,0.05907429674198809,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.15495093104540109,0.06552890447261056,Chicago|Singapore|Tokyo,equal,transfer,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,NYC,strict_unseen_test,0.09798174921160183,0.043566486558028764,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.15495093104540109,0.06552890447261056,Chicago|Singapore|Tokyo,equal,transfer,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,NYC,official_test,0.1223928499297058,0.061385464381533146,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.15974456120769484,0.0696769404796986,,,safe_select:Local,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,NYC,strict_unseen_test,0.10120978138009538,0.04420522694121609,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.15974456120769484,0.0696769404796986,,,safe_select:Local,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,NYC,official_test,0.16847143916478852,0.09747869936759944,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,1.0,0.2,0.1896759333856108,0.09095661198504215,Chicago|Singapore|Tokyo,equal,graph_rerank,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,NYC,strict_unseen_test,0.11420207840846051,0.050130277541905674,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,1.0,0.2,0.1896759333856108,0.09095661198504215,Chicago|Singapore|Tokyo,equal,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,NYC,official_test,0.1658249828162971,0.09192628015325285,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,1.0,0.0,0.0,0.18820273300688048,0.09025086605411681,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,NYC,strict_unseen_test,0.11796885575417185,0.05344692165508909,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,1.0,0.0,0.0,0.18820273300688048,0.09025086605411681,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,NYC,official_test,0.142570297976229,0.07483816613004729,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.5,0.0,0.1652310064061216,0.07150244308159776,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,NYC,strict_unseen_test,0.10082110388822685,0.04576111327609623,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.5,0.0,0.1652310064061216,0.07150244308159776,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,NYC,official_test,0.12371603859747894,0.06239739302886707,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.5,0.16450055789917542,0.0705447519688732,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,NYC,strict_unseen_test,0.1026158556208153,0.04472707725266227,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.5,0.16450055789917542,0.0705447519688732,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,NYC,official_test,0.142570297976229,0.07490966444343944,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.5,0.2,0.16771239598428536,0.07189204304316013,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,NYC,strict_unseen_test,0.10082110388822685,0.04581993789402301,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.5,0.2,0.16771239598428536,0.07189204304316013,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,NYC,official_test,0.1658249828162971,0.09192628015325285,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,0.0,0.18820273300688048,0.09025086605411681,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,NYC,strict_unseen_test,0.11796885575417185,0.05344692165508909,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,0.0,0.18820273300688048,0.09025086605411681,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,NYC,official_test,0.17896131176008123,0.09988017173762291,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,0.5,0.0,0.19788826849886756,0.09471593187982867,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,NYC,strict_unseen_test,0.12085081109986529,0.052740464353560945,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,0.5,0.0,0.19788826849886756,0.09471593187982867,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,NYC,official_test,0.1746101566427971,0.10025977432347302,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,1.0,0.2,0.20500879646040937,0.09522822289349109,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,NYC,strict_unseen_test,0.11381313579821663,0.05080835213163146,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,1.0,0.2,0.20500879646040937,0.09522822289349109,,,graph_rerank,none
2025,main_component,Target-only,VanillaMF,Singapore,official_test,0.44740086745462126,0.23688795983867567,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.45641246785711553,0.20956458479806075,,,local,none
2025,main_component,Target-only,VanillaMF,Singapore,strict_unseen_test,0.39687693688465236,0.17623781336677835,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.45641246785711553,0.20956458479806075,,,local,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,Singapore,official_test,0.44355145967120335,0.2350426597847805,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.4559048536439176,0.2056259223963912,Chicago|NYC|Tokyo,equal,transfer,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,Singapore,strict_unseen_test,0.3948285197524363,0.1747404675755013,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.4559048536439176,0.2056259223963912,Chicago|NYC|Tokyo,equal,transfer,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,Singapore,official_test,0.44740086745462126,0.23688795983867567,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.45641246785711553,0.20956458479806075,,,safe_select:Local,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,Singapore,strict_unseen_test,0.39687693688465236,0.17623781336677835,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.45641246785711553,0.20956458479806075,,,safe_select:Local,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,Singapore,official_test,0.4882756335961134,0.27621000287134,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,0.2,0.5,0.49607609790304247,0.2365937673809126,Chicago|NYC|Tokyo,equal,graph_rerank,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,Singapore,strict_unseen_test,0.4191382521354017,0.18097346684388635,success,Full HR reranking on Original OTC-GW.,0.5,0.0,1.0,0.2,0.5,0.49607609790304247,0.2365937673809126,Chicago|NYC|Tokyo,equal,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,Singapore,official_test,0.4835259698362973,0.27821283363915755,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,1.0,0.0,0.0,0.4961236867355298,0.23410667008086494,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,Singapore,strict_unseen_test,0.41469225585979647,0.18027762321147386,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,1.0,0.0,0.0,0.4961236867355298,0.23410667008086494,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,Singapore,official_test,0.45297810652576714,0.2362540896399007,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.5,0.0,0.4612064362058763,0.2119954013454359,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,Singapore,strict_unseen_test,0.4059359001185574,0.17813272937039853,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.5,0.0,0.4612064362058763,0.2119954013454359,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,Singapore,official_test,0.44057165522827557,0.2348520247213591,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,1.0,0.4654896977338378,0.21034954747337847,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,Singapore,strict_unseen_test,0.38862895426516136,0.17357796686622806,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,1.0,0.4654896977338378,0.21034954747337847,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,Singapore,official_test,0.4508076121647401,0.23857512550369692,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.2,1.0,0.4642603195612489,0.21441818233581605,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,Singapore,strict_unseen_test,0.397154897230802,0.17620053201952476,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.2,1.0,0.4642603195612489,0.21441818233581605,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Singapore,official_test,0.4835259698362973,0.27821283363915755,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,0.0,0.4961236867355298,0.23410667008086494,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Singapore,strict_unseen_test,0.41469225585979647,0.18027762321147386,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,0.0,0.4961236867355298,0.23410667008086494,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Singapore,official_test,0.4966994231952538,0.28025577961787435,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,1.0,0.0,0.5210337967186093,0.23995343583982,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Singapore,strict_unseen_test,0.4157583247454513,0.18117619498719495,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,1.0,0.0,0.5210337967186093,0.23995343583982,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,Singapore,official_test,0.48556483269368805,0.27923648234068665,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,0.5,0.1,0.5040075699842608,0.24034890658778857,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,Singapore,strict_unseen_test,0.40868334391513034,0.1786984701751378,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,0.5,0.1,0.5040075699842608,0.24034890658778857,,,graph_rerank,none
2025,main_component,Target-only,VanillaMF,Tokyo,official_test,0.1258789329586227,0.06621033632780257,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.11685598141655738,0.055991706073822076,,,local,none
2025,main_component,Target-only,VanillaMF,Tokyo,strict_unseen_test,0.1208462183216497,0.05688394239267411,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.11685598141655738,0.055991706073822076,,,local,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,Tokyo,official_test,0.1257769093989307,0.06711174826242026,success,Original no-fallback OTC-GW.,1.5,0.0,0.0,0.0,0.0,0.11469055799129144,0.05421849975987729,Chicago|NYC|Singapore,equal,transfer,none
2025,main_component,Original-OTC-GW-NoFallback,VanillaMF,Tokyo,strict_unseen_test,0.1208462183216497,0.05798141526520206,success,Original no-fallback OTC-GW.,1.5,0.0,0.0,0.0,0.0,0.11469055799129144,0.05421849975987729,Chicago|NYC|Singapore,equal,transfer,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,Tokyo,official_test,0.1258789329586227,0.06621033632780257,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.11685598141655738,0.055991706073822076,,,safe_select:Local,none
2025,main_component,RD-Safe-OTC-GW,VanillaMF,Tokyo,strict_unseen_test,0.1208462183216497,0.05688394239267411,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.11685598141655738,0.055991706073822076,,,safe_select:Local,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,Tokyo,official_test,0.16426958611284673,0.09172606074293416,success,Full HR reranking on Original OTC-GW.,1.5,0.0,1.0,1.0,0.0,0.14909955610632983,0.0761826347606557,Chicago|NYC|Singapore,equal,graph_rerank,none
2025,main_component,HR-Rerank-OTC-GW,VanillaMF,Tokyo,strict_unseen_test,0.1233358382129641,0.0584741109790003,success,Full HR reranking on Original OTC-GW.,1.5,0.0,1.0,1.0,0.0,0.14909955610632983,0.0761826347606557,Chicago|NYC|Singapore,equal,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,Tokyo,official_test,0.157358582511114,0.08444139820876509,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,1.0,0.0,0.0,0.14322695375979025,0.07040151589569345,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,VanillaMF,Tokyo,strict_unseen_test,0.1291476933175094,0.06252736245729457,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,1.0,0.0,0.0,0.14322695375979025,0.07040151589569345,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,Tokyo,official_test,0.1412005772967423,0.07535412990948709,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,1.0,0.0,0.1331979645330062,0.06509144922526029,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+RR,VanillaMF,Tokyo,strict_unseen_test,0.11915564270117295,0.053839737252293574,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,1.0,0.0,0.1331979645330062,0.06509144922526029,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,Tokyo,official_test,0.12445110681439459,0.06494104485497859,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,1.0,0.11908773561681553,0.05702136584061208,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Pop,VanillaMF,Tokyo,strict_unseen_test,0.11937563008635559,0.055457833818334544,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,1.0,0.11908773561681553,0.05702136584061208,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,Tokyo,official_test,0.14010980455242622,0.0749672381345612,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,1.0,0.2,0.1338541325120088,0.06554609542184157,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,VanillaMF,Tokyo,strict_unseen_test,0.11860305803094122,0.053820470930946995,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,1.0,0.2,0.1338541325120088,0.06554609542184157,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Tokyo,official_test,0.157358582511114,0.08444139820876509,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,0.0,0.14322695375979025,0.07040151589569345,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Tokyo,strict_unseen_test,0.1291476933175094,0.06252736245729457,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,1.0,0.0,0.0,0.14322695375979025,0.07040151589569345,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Tokyo,official_test,0.16734575590425332,0.0927732889750732,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,1.0,0.0,0.15244606768828317,0.07621160575047277,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Tokyo,strict_unseen_test,0.12514462278933222,0.05879890370298239,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,1.0,1.0,0.0,0.15244606768828317,0.07621160575047277,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,Tokyo,official_test,0.16699579964878522,0.09245985623763539,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,1.0,0.1,0.15244606768828317,0.0765726045542736,,,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+HR-Full,VanillaMF,Tokyo,strict_unseen_test,0.12514462278933222,0.05880008273288486,success,Full HR reranking on RD-Safe base.,0.0,0.0,1.0,1.0,0.1,0.15244606768828317,0.0765726045542736,,,graph_rerank,none
2025,main_component,Target-only,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,local,none
2025,main_component,Target-only,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,local,none
2025,main_component,Original-OTC-GW-NoFallback,LightGCN,Chicago,official_test,0.24105594859831175,0.14998996744921425,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.3124086890511253,0.14421813128348412,NYC|Singapore|Tokyo,equal,transfer,none
2025,main_component,Original-OTC-GW-NoFallback,LightGCN,Chicago,strict_unseen_test,0.1928078926561256,0.11145295685385433,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.3124086890511253,0.14421813128348412,NYC|Singapore|Tokyo,equal,transfer,none
2025,main_component,RD-Safe-OTC-GW,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,safe_select:Local,none
2025,main_component,RD-Safe-OTC-GW,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,safe_select:Local,none
2025,main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,official_test,0.25122307177409303,0.17761824045456068,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.5,0.5,0.05,0.3198452106997638,0.17934222155531576,NYC|Singapore|Tokyo,equal,graph_rerank,none
2025,main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,strict_unseen_test,0.17796607054500163,0.08640993373335866,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.5,0.5,0.05,0.3198452106997638,0.17934222155531576,NYC|Singapore|Tokyo,equal,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+Cat,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,HR signal ablation: only region-region diffusion on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,HR signal ablation: only region popularity prior on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Cat,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,HR leave-one-out ablation: remove category-region affinity.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,HR leave-one-out ablation: remove region-region diffusion.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-w/o-Pop,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,HR leave-one-out ablation: remove region popularity prior.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Chicago,official_test,0.2721425108375156,0.2018127479108104,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,hr_signal_ablation,RD-Safe+HR-Full,LightGCN,Chicago,strict_unseen_test,0.18885065983318244,0.09964798562970788,success,Full HR reranking on RD-Safe base.,0.0,0.0,0.0,0.0,0.0,0.6389030408655839,0.37178044139924143,,,fallback_base,none
2025,main_component,Target-only,LightGCN,NYC,official_test,0.20099518867002517,0.11447758172321638,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,local,none
2025,main_component,Target-only,LightGCN,NYC,strict_unseen_test,0.13202514802596485,0.05571891120201909,success,Local target-city backbone only.,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,local,none
2025,main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,official_test,0.11222618504175241,0.057012336963551326,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.1874429547240607,0.0822010326684843,Chicago|Singapore|Tokyo,equal,transfer,none
2025,main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,strict_unseen_test,0.08356075057644885,0.039959114915635446,success,Original no-fallback OTC-GW.,0.5,0.0,0.0,0.0,0.0,0.1874429547240607,0.0822010326684843,Chicago|Singapore|Tokyo,equal,transfer,none
2025,main_component,RD-Safe-OTC-GW,LightGCN,NYC,official_test,0.20099518867002517,0.11447758172321638,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,safe_select:Local,none
2025,main_component,RD-Safe-OTC-GW,LightGCN,NYC,strict_unseen_test,0.13202514802596485,0.05571891120201909,success,RD-Safe reliability-aware safe transfer.,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,safe_select:Local,none
2025,main_component,HR-Rerank-OTC-GW,LightGCN,NYC,official_test,0.18723093845502903,0.10273925518139464,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.2,0.5,0.0,0.22855304689140207,0.10909557421127306,Chicago|Singapore|Tokyo,equal,graph_rerank,none
2025,main_component,HR-Rerank-OTC-GW,LightGCN,NYC,strict_unseen_test,0.12476158283244898,0.05114139768104317,success,Full HR reranking on Original OTC-GW.,0.5,0.0,0.2,0.5,0.0,0.22855304689140207,0.10909557421127306,Chicago|Singapore|Tokyo,equal,graph_rerank,none
2025,hr_signal_ablation,RD-Safe+Cat,LightGCN,NYC,official_test,0.20099518867002517,0.11447758172321638,success,HR signal ablation: only category-region affinity on RD-Safe.,0.0,0.0,0.0,0.0,0.0,0.7976607684069578,0.4436598331660313,,,fallback_base,none
