group,method,model,target_city,eval_split,recall@20_mean,ndcg@20_mean,recall@20_std,ndcg@20_std,recall@20_mean±std,ndcg@20_mean±std
hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Singapore,strict_unseen_test,0.4188428608566059,0.18330030357114344,0.003726545129375924,0.001850825859434932,0.4188±0.0037,0.1833±0.0019
hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Tokyo,official_test,0.16673020483390996,0.09314127655347766,0.0008739868468899967,0.000406513198112458,0.1667±0.0009,0.0931±0.0004
hr_signal_ablation,RD-Safe+HR-w/o-Pop,VanillaMF,Tokyo,strict_unseen_test,0.12425922515201644,0.05852170188406935,0.000841929338925489,0.00024072319099011007,0.1243±0.0008,0.0585±0.0002
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,official_test,0.27624585883955366,0.20436817564130225,0.009169542392533604,0.004066646890473409,0.2762±0.0092,0.2044±0.0041
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Chicago,strict_unseen_test,0.19337439012512647,0.10045410892196688,0.010275465954143389,0.0019848755961735117,0.1934±0.0103,0.1005±0.0020
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,NYC,official_test,0.20203272937442388,0.11507973168565176,0.009444348464795539,0.002017813921184692,0.2020±0.0094,0.1151±0.0020
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,NYC,strict_unseen_test,0.13199067087519864,0.05444284329561099,0.011182110702545135,0.003637416565376565,0.1320±0.0112,0.0544±0.0036
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Singapore,official_test,0.46899651188725033,0.26269697742449405,0.015687406380731513,0.02380626442130794,0.4690±0.0157,0.2627±0.0238
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Singapore,strict_unseen_test,0.39156670299930313,0.17358080553344601,0.010289154526285472,0.0029662468332825004,0.3916±0.0103,0.1736±0.0030
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Tokyo,official_test,0.17591931954887488,0.11305197263962692,0.00535655599006973,0.0012069199760287492,0.1759±0.0054,0.1131±0.0012
hr_signal_ablation,RD-Safe+HR-w/o-RR,LightGCN,Tokyo,strict_unseen_test,0.11211754768545262,0.05232046059338066,0.0080870597115188,0.004371142406111036,0.1121±0.0081,0.0523±0.0044
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Chicago,official_test,0.22952089486213387,0.15799227125134915,0.0044451449300757905,0.0019683949681594272,0.2295±0.0044,0.1580±0.0020
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Chicago,strict_unseen_test,0.17339905426032606,0.08570072885752637,0.0016612587108821794,0.0024848743589942364,0.1734±0.0017,0.0857±0.0025
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,NYC,official_test,0.16286973117156367,0.09063355129812961,0.0064031424057847544,0.0027536142062115155,0.1629±0.0064,0.0906±0.0028
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,NYC,strict_unseen_test,0.11553431789968649,0.05254831219305853,0.004850589407698096,0.002012181942104021,0.1155±0.0049,0.0525±0.0020
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Singapore,official_test,0.484824601273123,0.28210784738061295,0.00922860871603139,0.0050035830795133315,0.4848±0.0092,0.2821±0.0050
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Singapore,strict_unseen_test,0.41213321237896533,0.18145460748001607,0.011507215882009295,0.002523816792860214,0.4121±0.0115,0.1815±0.0025
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Tokyo,official_test,0.15595810953677816,0.08455554641344974,0.0014552189049309725,0.00036918580677682927,0.1560±0.0015,0.0846±0.0004
hr_signal_ablation,RD-Safe+HR-w/o-RR,VanillaMF,Tokyo,strict_unseen_test,0.12764453391421318,0.061693671710008315,0.0015235011508472147,0.0007851382612321429,0.1276±0.0015,0.0617±0.0008
hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,official_test,0.27624585883955366,0.20436817564130225,0.009169542392533604,0.004066646890473409,0.2762±0.0092,0.2044±0.0041
hr_signal_ablation,RD-Safe+Pop,LightGCN,Chicago,strict_unseen_test,0.19337439012512647,0.10045410892196688,0.010275465954143389,0.0019848755961735117,0.1934±0.0103,0.1005±0.0020
hr_signal_ablation,RD-Safe+Pop,LightGCN,NYC,official_test,0.20203272937442388,0.11507973168565176,0.009444348464795539,0.002017813921184692,0.2020±0.0094,0.1151±0.0020
hr_signal_ablation,RD-Safe+Pop,LightGCN,NYC,strict_unseen_test,0.13199067087519864,0.05444284329561099,0.011182110702545135,0.003637416565376565,0.1320±0.0112,0.0544±0.0036
hr_signal_ablation,RD-Safe+Pop,LightGCN,Singapore,official_test,0.463236514721518,0.2551693509530808,0.0057517133129318665,0.012360521603446438,0.4632±0.0058,0.2552±0.0124
hr_signal_ablation,RD-Safe+Pop,LightGCN,Singapore,strict_unseen_test,0.39258200855871567,0.17781340433787207,0.011658694769868446,0.008966866941867397,0.3926±0.0117,0.1778±0.0090
hr_signal_ablation,RD-Safe+Pop,LightGCN,Tokyo,official_test,0.17591931954887488,0.11305197263962692,0.00535655599006973,0.0012069199760287492,0.1759±0.0054,0.1131±0.0012
hr_signal_ablation,RD-Safe+Pop,LightGCN,Tokyo,strict_unseen_test,0.11211754768545262,0.05232046059338066,0.0080870597115188,0.004371142406111036,0.1121±0.0081,0.0523±0.0044
hr_signal_ablation,RD-Safe+Pop,VanillaMF,Chicago,official_test,0.20114174567794177,0.13624056428708045,0.0048922727764064014,0.005193763401890627,0.2011±0.0049,0.1362±0.0052
hr_signal_ablation,RD-Safe+Pop,VanillaMF,Chicago,strict_unseen_test,0.16885470425360846,0.09089616300960875,0.008718354516442317,0.003564168417387129,0.1689±0.0087,0.0909±0.0036
hr_signal_ablation,RD-Safe+Pop,VanillaMF,NYC,official_test,0.12670737367827078,0.0627710795233651,0.004451371873043782,0.0014805394173512214,0.1267±0.0045,0.0628±0.0015
hr_signal_ablation,RD-Safe+Pop,VanillaMF,NYC,strict_unseen_test,0.10480518035430665,0.045354523539247626,0.00251746653380192,0.000734720819563133,0.1048±0.0025,0.0454±0.0007
hr_signal_ablation,RD-Safe+Pop,VanillaMF,Singapore,official_test,0.4455225561702357,0.23839966836109736,0.0042879415160129025,0.0031232169494304096,0.4455±0.0043,0.2384±0.0031
hr_signal_ablation,RD-Safe+Pop,VanillaMF,Singapore,strict_unseen_test,0.3967270169721626,0.1774368339070713,0.00820462036956534,0.003446769917005715,0.3967±0.0082,0.1774±0.0034
hr_signal_ablation,RD-Safe+Pop,VanillaMF,Tokyo,official_test,0.12499538159895456,0.06638229564564485,0.0008989384553438466,0.0012839474453229893,0.1250±0.0009,0.0664±0.0013
