model,method,target_city,eval_split,recall@20_mean,ndcg@20_mean,delta_R_vs_target_mean,delta_N_vs_target_mean,pct_R_vs_target_mean,pct_N_vs_target_mean,delta_R_vs_otc_mean,delta_N_vs_otc_mean,pct_R_vs_otc_mean,pct_N_vs_otc_mean,recall@20_std,ndcg@20_std,delta_R_vs_target_std,delta_N_vs_target_std,pct_R_vs_target_std,pct_N_vs_target_std,delta_R_vs_otc_std,delta_N_vs_otc_std,pct_R_vs_otc_std,pct_N_vs_otc_std,recall@20_mean±std,ndcg@20_mean±std
VanillaMF,RD-Safe+HR-Rerank-OTC-GW,Singapore,official_test,0.4929325008467585,0.28391074708005126,0.04513354060107427,0.04483243367984843,10.078298081582904,18.74671452331715,0.05741768766547448,0.05169588635020416,13.294889435449646,22.32933327577224,0.0064115119498175345,0.005018679965670198,0.006074304345656716,0.0032268122239837585,1.3495128090129511,1.217522590734257,0.018810219311465256,0.009806930066877483,4.86352478997444,4.7517329290434605,0.4929±0.0064,0.2839±0.0050
VanillaMF,RD-Safe+HR-Rerank-OTC-GW,Singapore,strict_unseen_test,0.41648453391316553,0.18248374402654258,0.017008189401172585,0.004160294619287898,4.256763187278208,2.3286111362943878,0.028368389308858506,0.008968987220499,7.407393707582291,5.217534100702154,0.0072384591160409555,0.003288867543958533,0.004800924156407581,0.001581519593767805,1.2040961222801685,0.8744647618340696,0.01805366401893905,0.006005755232908436,4.950105807617839,3.6122917466154005,0.4165±0.0072,0.1825±0.0033
VanillaMF,RD-Safe+HR-Rerank-OTC-GW,Tokyo,official_test,0.16591739059793523,0.09221405425578211,0.04057105132785756,0.02549317972746123,32.36813700012512,38.216537064712206,0.04123517615463637,0.0253887332522974,33.08988150094107,37.992544320165855,0.000940553865992196,0.000704247839428493,0.0006641515332642135,0.001069581126445567,0.581316468056694,1.838884079846166,0.0017535308117811407,0.00025974170984195314,1.8727888971917013,0.24384538888423485,0.1659±0.0009,0.0922±0.0007
VanillaMF,RD-Safe+HR-Rerank-OTC-GW,Tokyo,strict_unseen_test,0.12496230638450939,0.058568982035379163,0.004638422130176498,0.0011902217240492656,3.8534193603682194,2.0790709465002912,0.005261279472756998,0.0008740605517331643,4.425231651164632,1.5221103908971567,0.0014111867624611463,0.00045783405866992537,0.0008281798285961821,0.0006752650059868193,0.6745584039527877,1.1943478961997915,0.003229621181903783,0.0008251371800574918,2.7923472890527696,1.4457487734159202,0.1250±0.0014,0.0586±0.0005
VanillaMF,RD-Safe-OTC-GW,Chicago,official_test,0.19321059725330034,0.1323285311779848,-0.0017535472953121023,-0.00033268584115139777,-0.9323412605651828,-0.25530387335724597,0.0566304421883548,0.023316077770875774,46.72357508643915,22.41048964193997,0.009081230273327365,0.004058211233419515,0.0030372330089555475,0.0005762287798330097,1.61486243329171,0.4421992800238802,0.0367191717078634,0.013183120616832682,36.89518478503637,14.19399119173938,0.1932±0.0091,0.1323±0.0041
VanillaMF,RD-Safe-OTC-GW,Chicago,strict_unseen_test,0.16779432577299544,0.09062546276961303,-0.00042506017239537136,0.00019510412273720154,-0.2409813758487852,0.2103965718859752,0.041453771681213704,0.015142374909647172,37.167777055613364,21.6197814772276,0.007025531536192262,0.003209007103788025,0.0007362258148627692,0.0003379302533469873,0.4173919866479476,0.3644175522448267,0.022429908189621657,0.00842779681396533,28.54076577268385,15.209583261355808,0.1678±0.0070,0.0906±0.0032
VanillaMF,RD-Safe-OTC-GW,NYC,official_test,0.12626631078901304,0.0623650209279756,0.000992219920906932,0.0004755901758907675,0.770080393590126,0.7576754589149878,0.007113721849604196,0.0024021547780300376,6.6913125610034045,4.308304239944294,0.004935222553176532,0.0015873171022038773,0.0017185753152927788,0.0008237463482234282,1.3338183676107367,1.3123323904888244,0.010571351149443714,0.003335758056064985,9.993299431704372,5.879450982541313,0.1263±0.0049,0.0624±0.0016
VanillaMF,RD-Safe-OTC-GW,NYC,strict_unseen_test,0.10433648894073329,0.0451693012813155,0.0010276557106229656,0.0003907624788429311,0.9836566517946622,0.8691981834167976,0.007109913729919527,0.0013859267896726309,8.32939044853873,3.4503323855797525,0.00317411496083837,0.0009618682808584096,0.001779951903487276,0.0006768204670475152,1.7037432981114429,1.5054954155244653,0.010917956030538417,0.0026682107862819895,12.837495713414075,6.441359968310377,0.1043±0.0032,0.0452±0.0010
VanillaMF,RD-Safe-OTC-GW,Singapore,official_test,0.4477989602456842,0.23907831340020283,0.0,0.0,0.0,0.0,0.012284147064400211,0.006863452670355726,2.9108527578548267,2.997010417397696,0.00034890649842502007,0.0019782287811699758,0.0,0.0,0.0,0.0,0.015741126832108057,0.006580192158576574,3.7956273889033625,2.9311620202519335,0.4478±0.0003,0.2391±0.0020
VanillaMF,RD-Safe-OTC-GW,Singapore,strict_unseen_test,0.39947634451199293,0.17832344940725467,0.0,0.0,0.0,0.0,0.011360199907685923,0.004808692601211102,3.0182941146561055,2.82040588520735,0.004816588078048688,0.001993612299720412,0.0,0.0,0.0,0.0,0.016696110169869396,0.005531571372486998,4.473181655485277,3.294052583690438,0.3995±0.0048,0.1783±0.0020
VanillaMF,RD-Safe-OTC-GW,Tokyo,official_test,0.12534633927007768,0.06672087452832087,0.0,0.0,0.0,0.0,0.0006641248267788141,-0.00010444647516383299,0.5505076742725362,-0.15008656006888185,0.0007394562820718248,0.0004752371872091877,0.0,0.0,0.0,0.0,0.002272760410465206,0.0009068378579909999,1.8441383298278775,1.3603545699385005,0.1253±0.0007,0.0667±0.0005
VanillaMF,RD-Safe-OTC-GW,Tokyo,strict_unseen_test,0.1203238842543329,0.0573787603113299,0.0,0.0,0.0,0.0,0.0006228573425805008,-0.0003161611723161012,0.5418894043814657,-0.5398495150252379,0.000774170404795208,0.00045928968731896757,0.0,0.0,0.0,0.0,0.0024072634736478538,0.0008894034993456949,2.035892358249268,1.5429868884140565,0.1203±0.0008,0.0574±0.0005
VanillaMF,Target-only,Chicago,official_test,0.19496414454861244,0.13266121701913616,0.0,0.0,0.0,0.0,0.05838398948366691,0.02364876361202717,47.783656165419195,22.686055194701098,0.006085134058228677,0.0037135078101365837,0.0,0.0,0.0,0.0,0.03392876147203083,0.012626264589411004,35.348155821376885,13.749472822084032,0.1950±0.0061,0.1327±0.0037
VanillaMF,Target-only,Chicago,strict_unseen_test,0.1682193859453908,0.09043035864687583,0.0,0.0,0.0,0.0,0.04187883185360908,0.014947270786909972,37.444825025277915,21.392596444206664,0.007696196074145901,0.0029726386356881828,0.0,0.0,0.0,0.0,0.021873199926244695,0.008697783635031504,28.2074876815837,15.502206014926612,0.1682±0.0077,0.0904±0.0030
VanillaMF,Target-only,NYC,official_test,0.12527409086810612,0.061889430752084834,0.0,0.0,0.0,0.0,0.006121501928697264,0.00192656460213927,5.945219940640278,3.577566794912647,0.0032817276425072006,0.0007649559080889227,0.0,0.0,0.0,0.0,0.011804769862154592,0.004061891703617567,10.884635662067131,6.971576596485354,0.1253±0.0033,0.0619±0.0008
VanillaMF,Target-only,NYC,strict_unseen_test,0.10330883323011032,0.04477853880247257,0.0,0.0,0.0,0.0,0.006082258019296562,0.0009951643108296996,7.385657297859017,2.6181789879828585,0.0018214441472009318,0.000508226805876378,0.0,0.0,0.0,0.0,0.012182382176371749,0.003189672442788355,13.947422994487878,7.522609040817521,0.1033±0.0018,0.0448±0.0005
VanillaMF,Target-only,Singapore,official_test,0.4477989602456842,0.23907831340020283,0.0,0.0,0.0,0.0,0.012284147064400211,0.006863452670355726,2.9108527578548267,2.997010417397696,0.00034890649842502007,0.0019782287811699758,0.0,0.0,0.0,0.0,0.015741126832108057,0.006580192158576574,3.7956273889033625,2.9311620202519335,0.4478±0.0003,0.2391±0.0020
VanillaMF,Target-only,Singapore,strict_unseen_test,0.39947634451199293,0.17832344940725467,0.0,0.0,0.0,0.0,0.011360199907685923,0.004808692601211102,3.0182941146561055,2.82040588520735,0.004816588078048688,0.001993612299720412,0.0,0.0,0.0,0.0,0.016696110169869396,0.005531571372486998,4.473181655485277,3.294052583690438,0.3995±0.0048,0.1783±0.0020
VanillaMF,Target-only,Tokyo,official_test,0.12534633927007768,0.06672087452832087,0.0,0.0,0.0,0.0,0.0006641248267788141,-0.00010444647516383299,0.5505076742725362,-0.15008656006888185,0.0007394562820718248,0.0004752371872091877,0.0,0.0,0.0,0.0,0.002272760410465206,0.0009068378579909999,1.8441383298278775,1.3603545699385005,0.1253±0.0007,0.0667±0.0005
VanillaMF,Target-only,Tokyo,strict_unseen_test,0.1203238842543329,0.0573787603113299,0.0,0.0,0.0,0.0,0.0006228573425805008,-0.0003161611723161012,0.5418894043814657,-0.5398495150252379,0.000774170404795208,0.00045928968731896757,0.0,0.0,0.0,0.0,0.0024072634736478538,0.0008894034993456949,2.035892358249268,1.5429868884140565,0.1203±0.0008,0.0574±0.0005
